seed,gss_vs_orgPrb,gss_vs_orgPrb_rtol,gss_vs_ana,gss_vs_ana_rtol,gss_vs_ana_rtol2,ana_vs_orgPrb,"diffNorms(GSS,OrgPrb)",sum(GSS.-OrgPrb),sum(GSS.-Ana),rmsq(GSS.-OrgPrb),rmsq(GSS.-Ana),norm(GSS-OrgPrb),norm(GSS-Ana),norm(Ana-OrigProb)
1865,false,true,true,true,true,true,8.615913316134538e-9,5.851064011317184e-5,0.00010685434233004474,2.4650469862318457e-8,5.083543976117698e-8,1.5776300711883815e-6,3.25346814471533e-6,8.91698546471645e-11
202,false,false,false,false,false,true,4.730295513038939,570.2620893878526,2686.2883103157183,0.413783984955392,1.3688054871784416,26.482175037145097,87.60355117942028,6.810220064697196e-10
1032,false,false,false,false,false,true,-0.0031460215725047647,4.425268412921032,13.883466993777484,0.0018503623166268891,0.005391873305109258,0.1184231882641209,0.3450798915269926,9.027082287171455e-10
2700,true,true,true,true,true,true,1.5631940186722204e-13,1.9116775100847666e-10,1.8223773631838975e-9,6.733142302201513e-14,8.848181241756819e-13,4.309211073408968e-12,5.662835994724364e-11,5.084370477477166e-12
4368,true,true,true,true,true,true,-7.958078640513122e-13,1.793661640763812e-9,9.330351838140322e-7,7.937472735626289e-13,6.616304472586749e-10,5.079982550800825e-11,4.23443486245552e-8,2.918575272380689e-10
1033,false,false,false,false,true,true,0.00026765510137494175,0.8468501596873405,0.6798415115709326,0.0005944056869529262,0.0003961148965277765,0.03804196396498726,0.025351353377777688,3.2974785872261254e-10
203,true,true,true,true,true,true,7.119638212316204e-11,4.994426388530305e-7,7.446660739076662e-6,4.198270814035513e-10,7.643504995882875e-9,2.686893320982722e-8,4.891843197365037e-7,7.242055143505334e-11
3534,true,true,true,true,true,true,1.1510792319313623e-12,2.8415119581240694e-7,2.1112807719207705e-5,1.9937416968506556e-10,1.003601845150996e-8,1.2759946859844179e-8,6.423051808966372e-7,1.133648391098497e-9
1866,true,true,true,true,true,true,-8.913048077374697e-11,1.0678307617877265e-7,1.3216786095085215e-7,6.429149933024087e-11,6.371759544891419e-11,4.1146559571354125e-9,4.077926108730507e-9,1.4213167020261042e-11
2701,true,true,true,true,true,true,9.947598300641403e-14,7.937752039528594e-10,1.99158241764516e-9,3.2445525052157357e-13,7.81947806902591e-13,2.076513603338071e-11,5.0044659641765826e-11,3.1798103736952313e-11
204,true,true,true,true,true,true,-9.146781110302982e-9,2.4318202137141477e-5,0.0009048542790235231,1.2773792078139468e-8,4.935271238117066e-7,8.175226930009261e-7,3.15857359239492e-5,2.232329999429463e-9
4369,false,false,false,false,false,true,0.0015579446813305253,4.130517319846165,2.3849566530071478,0.0033962199708569975,0.0019025921327656887,0.2173580781348478,0.12176589649700412,7.130962459436996e-12
2702,true,true,true,true,true,true,0.0,3.5754269231852995e-11,1.356504714667404e-11,1.1537768399122459e-14,5.825453564312819e-15,7.384171775438373e-13,3.728290281160204e-13,1.297614298704578e-12
3535,true,true,true,true,true,true,5.400124791776761e-13,5.375003912956719e-10,9.323642444312042e-9,2.4225165853057547e-13,3.832988145644044e-12,1.550410614595683e-11,2.4531124132121883e-10,8.159980609631431e-11
1867,true,true,true,true,true,true,3.645084234449314e-12,6.348711903414461e-9,1.326016659379016e-7,4.548695883734858e-12,6.522187030136651e-11,2.9111653655903093e-10,4.1741996992874565e-9,1.2263454933314203e-10
1034,true,true,true,true,true,true,-1.9610979506978765e-12,1.9180047826072166e-9,7.171138002859401e-9,1.3257603026861787e-12,2.7427137336599896e-12,8.484865937191544e-11,1.7553367895423933e-10,3.806118136556361e-11
3536,true,true,true,true,true,true,-5.638440825350699e-10,6.202308221538887e-7,1.2786878652406891e-5,2.4507611037675516e-10,5.286610302153644e-9,1.5684871064112304e-8,3.383430593378332e-7,2.520066136558465e-9
4370,true,true,true,true,true,true,1.2221335055073723e-12,1.0218646482478867e-8,2.133368395660848e-6,4.270519396863337e-12,9.44864008203816e-10,2.7331324139925357e-10,6.04712965250442e-8,3.4750791538315574e-9
1868,true,true,true,true,true,true,-7.105427357601002e-14,1.361344733013907e-9,8.75833095761655e-9,5.151678307004911e-13,3.702063711203448e-12,3.297074116483144e-11,2.3693207751702067e-10,2.147080459891975e-11
1035,true,true,true,true,true,true,-3.1655531529395375e-9,3.1246737956547614e-6,0.030469853857382323,1.582836245213656e-9,1.350342765130511e-5,1.0130151969367408e-7,0.0008642193696835267,7.31867425766957e-8
2703,true,true,true,true,true,true,-5.826450433232822e-13,8.963786802119837e-10,8.969623965012635e-10,3.944694970241684e-13,4.2560791751975625e-13,2.524604780954678e-11,2.72389067212644e-11,4.462586915605903e-12
205,true,true,true,true,true,true,5.542233338928781e-13,2.4916495471689545e-9,1.3834094405619501e-8,9.90575577330439e-13,6.350909232921608e-12,6.33968369491481e-11,4.0645819090698293e-10,5.1545611764145784e-11
1036,true,true,true,true,true,true,-6.026183996254986e-10,4.637916082392984e-7,3.3555928541682006e-8,2.448675065755862e-10,2.0446552602045787e-11,1.5671520420837502e-8,1.3085793665309293e-9,2.335906191868484e-13
3537,false,false,false,true,true,true,-8.33728434912473e-6,0.004614627336128675,0.00425448394675002,5.150951003003867e-6,5.8081537346823535e-6,0.00032966086419224723,0.0003717218390196705,1.2774743920109994e-10
4371,true,true,true,true,true,true,-4.860112312599085e-12,3.7127323660769707e-8,3.0482899646799844e-5,2.2253418362397775e-11,1.2184317829283124e-8,1.4242187751934576e-9,7.797963410741198e-7,2.748332103132511e-9
2704,true,true,true,true,true,true,5.471179065352771e-13,1.8283350119801221e-9,2.4982719061344104e-9,8.53614443593711e-13,8.833840590353459e-13,5.463132438999751e-11,5.6536579778262135e-11,1.7292303621257386e-11
1869,true,true,true,true,true,true,-2.984279490192421e-13,5.87536959456814e-10,6.539447869118812e-9,2.5809004475387994e-13,2.2641594055856376e-12,1.6517762864248316e-11,1.449062019574808e-10,2.9084746084169977e-11
206,true,true,true,true,true,true,-1.8056809381050698e-9,8.088072590245942e-6,9.394082833766998e-6,4.330358610066717e-9,5.972484105264003e-9,2.771429510442699e-7,3.822389827368962e-7,4.0111627958153437e-10
1037,false,true,true,true,true,true,-3.178101337653061e-8,0.0001015454163810518,5.4871517948055936e-6,6.79231625498893e-8,3.522156796640239e-9,4.3470824031929135e-6,2.254180349849755e-7,6.913215485039656e-12
2705,true,true,true,true,true,true,1.9895196601282805e-13,4.761388503794501e-10,6.601802871411024e-8,2.1333581932765203e-13,4.869674999117832e-11,1.365349243696973e-11,3.1165919994354125e-9,7.312467404852213e-11
1870,true,true,true,true,true,true,0.0,5.589466929123259e-10,1.7865538913704182e-9,2.60214933328341e-13,6.690071836988056e-13,1.6653755733013824e-11,4.281645975672356e-11,8.801225431228245e-12
4372,true,true,true,true,true,true,1.8474111129762605e-13,1.1536940997534158e-10,5.22483553329952e-10,3.9176320584918686e-14,1.7935612653364442e-13,2.507284517434796e-12,1.1478792098153243e-11,4.431639165726159e-12
3538,false,false,true,true,true,true,-5.629689781017078e-7,0.002355515813159054,0.0024607190264818246,1.0291059929245406e-6,1.2206081778949614e-6,6.58627835471706e-5,7.811892338527753e-5,4.853912176241844e-9
207,true,true,true,true,true,true,1.5631940186722204e-13,5.705859950375178e-10,1.5763958974171575e-9,1.9442530691686815e-13,1.5216308748371861e-12,1.2443219642679562e-11,9.73843759895799e-11,9.523889898429512e-12
2706,true,true,true,true,true,true,3.055333763768431e-12,1.4111720776947487e-8,5.617815530896582e-6,5.01314959964054e-12,2.154750699303914e-9,3.2084157437699453e-10,1.3790404475545046e-7,5.628487928588279e-10
208,true,true,true,true,true,true,-4.263256414560601e-14,4.9544386524153286e-11,3.5226504945993185e-10,1.714067450715773e-14,1.3038049273729084e-13,1.0970031684580948e-12,8.344351535186614e-12,1.4695046028612253e-11
1871,true,true,true,true,true,true,1.3963486367174482e-8,2.4922538936974126e-5,2.2122124049655818e-5,1.2742199614526413e-8,1.3893202341442143e-8,8.15500775329691e-7,8.891649498522979e-7,1.3670875107046848e-11
1038,true,true,true,true,true,true,2.3665336357225897e-10,5.717499110668295e-7,3.74025534743516e-7,3.051321028755715e-10,1.8518318156167696e-10,1.9528454584036553e-8,1.1851723619947324e-8,9.915904738590868e-12
3539,true,true,true,true,true,true,9.614474549834995e-9,1.1822151551136993e-5,1.0221329754604518e-5,4.9619415281085265e-9,6.067291326897529e-9,3.175642577989458e-7,3.8830664492144184e-7,1.2268728811106056e-10
4373,true,true,true,true,true,true,-3.552713678800501e-14,7.9214452271964e-11,1.9653166656477365e-10,4.0495134690502253e-14,8.542784157149387e-14,2.5916886201921442e-12,5.4673818605756075e-12,5.210192709673772e-12
1872,true,true,true,true,true,true,4.263256414560601e-14,1.7463661350358706e-9,8.699908083647373e-7,7.986587781712335e-13,3.4775798747436125e-10,5.1114161802958945e-11,2.225651119835912e-8,3.2604147445254597e-10
1039,true,true,true,true,true,true,-3.836930773104541e-13,2.2487125316125386e-9,1.1104930656893192e-8,7.715611986778198e-13,3.801987193013221e-12,4.937991671538047e-11,2.433271803528461e-10,5.364195982494213e-11
2707,true,true,true,true,true,true,-4.263256414560601e-14,3.6435664029074374e-11,5.5266191146055577e-11,1.17823204515218e-14,1.9202396654777842e-14,7.540685088973952e-13,1.228953385905782e-12,1.4477573338687686e-12
3540,true,true,true,true,true,true,-4.021671884402167e-12,6.0387262498676295e-9,1.4117505033376353e-9,3.0052092260051232e-12,6.863336113485099e-13,1.9233339046432789e-10,4.392535112630463e-11,8.036848567761633e-13
4374,true,true,true,true,true,true,-7.046452310532914e-11,3.145628703441763e-7,3.5839059297996384e-6,1.810510227019851e-10,2.261679717400822e-9,1.1587265452927037e-8,1.4474750191365257e-7,5.537118968271348e-10
209,true,true,true,true,true,true,-5.684341886080802e-14,1.5175862985977034e-10,2.685900730748118e-11,8.404790500038631e-14,1.427629334716852e-14,5.379065920024724e-12,9.136827742187853e-13,1.6364905686105461e-12
3541,true,true,true,true,true,true,9.947598300641403e-14,1.099253153238021e-9,5.819184172230641e-7,1.5655329947319415e-12,2.264004137084136e-10,1.0019411166284426e-10,1.448962647733847e-8,2.0643079144549872e-10
210,false,false,false,false,false,false,0.0015714786571834338,2.421617487741296,3.1183968722197902e6,0.0011137652567552554,1523.0043542044232,0.07128097643233636,97472.27866908308,0.0050980722590390016
1873,true,true,true,true,true,true,3.907985046680551e-13,1.7015133524243676e-9,2.597656979524835e-7,6.962030690446467e-13,9.761753824125446e-11,4.4556996418857395e-11,6.2475224474402845e-9,2.761647729350343e-10
2708,false,false,false,false,true,true,1.603286150952954e-6,0.007065670965359581,0.40653124172434585,4.361130710279437e-6,0.00019863514863183846,0.0002791123654578842,0.012712649512437665,1.7499183367748418e-9
4375,true,true,true,true,true,true,2.1458390619955026e-12,7.395396336333862e-9,9.281020548227922e-9,3.348000489112213e-12,3.997797762445071e-12,2.1427203130318164e-10,2.5585905679648457e-10,3.62578889836295e-11
1040,false,false,true,true,true,true,3.742654470784146e-7,0.0009584181970189281,0.0006799067713743343,4.36814686097243e-7,2.7659195551698996e-7,2.7956139910223548e-5,1.7701885153087368e-5,9.499111207701669e-10
1874,false,false,false,true,true,true,-1.3145651678314607e-7,0.0005170975583348037,0.0021556258825011004,3.524040537910333e-7,1.4792370865418677e-6,2.255385944262614e-5,9.467117353867956e-5,5.540163101335636e-11
211,true,true,true,true,true,true,-1.0998562061104167e-9,3.6165070726753667e-6,3.8425408924960705e-6,2.4763047308592504e-9,1.9151167841949373e-9,1.5848350277499205e-7,1.2256747418847594e-7,4.0189464299349426e-11
2709,true,true,true,true,true,true,-1.2079226507921703e-13,7.054467615261444e-10,1.368642602635889e-7,2.6840990705608893e-13,4.869451713646562e-11,1.717823405158969e-11,3.1164490967337996e-9,3.6127489990975557e-10
4376,true,true,true,true,true,true,-9.727330052555772e-12,3.87805730725976e-8,2.5470466724933913e-5,1.645994672174682e-11,9.451122948947289e-9,1.0534365901917964e-9,6.048718687326259e-7,3.748720716744985e-9
3542,true,true,true,true,true,true,4.841069767280715e-10,2.7351596622384204e-6,5.030630085110603e-6,1.21783365659609e-9,2.2347226851952864e-9,7.79413540221497e-8,1.4302225185249827e-7,9.654309370859183e-10
1041,true,true,true,true,true,true,-1.5796146612956363e-9,1.1718426451245273e-6,8.242050623985574e-7,8.33118910710384e-10,5.164459970606669e-10,5.33196102854645e-8,3.305254381188267e-8,9.61796711913871e-12
212,true,true,true,true,true,true,2.5579538487363607e-13,2.0820950801143934e-10,9.430460190312448e-9,9.168968532021487e-14,4.34444263520539e-12,5.868139860493752e-12,2.7804432865314493e-10,5.4409774977104515e-11
2710,true,true,true,true,true,true,1.7740120483722421e-10,6.998749587393055e-7,6.506859663152603e-7,3.069696841455335e-10,2.4839374613936855e-10,1.9646059785314118e-8,1.5897199752919584e-8,4.598410778645501e-10
3543,true,true,true,true,true,true,1.0999201549566351e-11,2.1835907041060205e-8,4.279100682038489e-8,8.276289641877308e-12,1.834944344926706e-11,5.296825370801477e-10,1.1743643807530918e-9,6.46821847441662e-11
1875,true,true,true,true,true,true,-1.4210854715202004e-13,2.3571633111108686e-10,6.8585974141808365e-9,1.551086381880986e-13,2.816936021239316e-12,9.926952844038311e-12,1.8028390535931622e-10,5.004945814934771e-11
4377,true,true,true,true,true,true,-6.357936399581376e-11,1.3151631349434846e-7,8.046662741993064e-8,4.3025970810543606e-11,2.8564658131562863e-11,2.7536621318747903e-9,1.828138120420023e-9,1.305652641262246e-10
1042,false,true,true,true,true,true,-6.31545304941028e-9,6.35913672696408e-5,0.000243010558076775,2.9424678220170055e-8,1.1482446539525801e-7,1.8831794060908842e-6,7.348765785296515e-6,1.4406316421008238e-10
1876,true,true,true,true,true,true,3.89945853385143e-11,4.918532965711538e-8,9.098590383644235e-8,3.735509518332036e-11,7.538081571421625e-11,2.3907260917325023e-9,4.824372205709839e-9,4.2162344986637236e-11
213,true,true,true,true,true,true,5.350386800273554e-12,6.10734831777183e-8,1.7486563574542653e-6,3.190733757569829e-11,8.398761846032435e-10,2.0420696048446898e-9,5.375207581460758e-8,4.4324021265948707e-10
2711,false,false,false,false,false,true,3.383568899550937e-5,0.8393312337365302,0.40902992465430865,0.00035557025528510684,0.0002161829244726954,0.022756496338246845,0.013835707166252507,3.505714190994695e-11
3544,false,false,false,false,true,true,-2.2520201227393954e-5,0.030768872509915224,0.055786294779616524,1.7441176290393397e-5,4.362082076806378e-5,0.0011162352825851776,0.0027917325291560817,4.960155441785827e-11
4378,true,true,true,true,true,true,6.963318810448982e-12,1.2593025533214628e-7,1.4802136455807982e-5,5.3927396312844455e-11,6.393021399434885e-9,3.451353364022044e-9,4.091533695638325e-7,1.1545844846961507e-9
4379,true,true,true,true,true,true,-7.105427357601002e-14,3.756721273038416e-10,1.249081102977891e-7,1.3280835049326601e-13,5.1223881913725725e-11,8.499734431569025e-12,3.2783284424784464e-9,8.926051897931575e-11
214,true,true,true,true,true,true,2.0605739337042905e-13,6.364713682309453e-11,3.313307854178226e-12,4.4323016689013935e-14,2.1893940345636904e-15,2.836673068096892e-12,1.401212182120762e-13,2.877108716612898e-13
1877,true,true,true,true,true,true,-2.2026824808563106e-13,1.372244383228416e-9,1.6937804177068975e-10,6.861797144200925e-13,8.190585282384968e-14,4.391550172288592e-11,5.24197458072638e-12,1.9295840663653987e-12
2712,true,true,true,true,true,true,1.6711965145077556e-11,7.918494767421898e-7,1.6092912142551263e-5,3.819170648158278e-10,8.508532480455064e-9,2.4442692148212945e-8,5.445460787491241e-7,3.452799432101619e-9
3545,true,true,true,true,true,true,1.9326762412674725e-11,3.820155392746712e-8,2.3209350110580448e-8,1.9310576432630762e-11,1.0585065876740861e-11,1.2358768916883688e-9,6.774442161114151e-10,8.518786821501104e-12
2713,false,true,true,true,true,true,-3.418301730562234e-8,8.215624612492784e-5,4.745629930828603e-5,3.131004777925117e-8,1.965466268058002e-8,2.003843057872075e-6,1.257898411557121e-6,1.5973108099643228e-11
1043,true,true,true,true,true,true,1.1652900866465643e-12,6.546856960579824e-9,3.323931377146802e-7,2.6190887954505297e-12,1.3359180809599972e-10,1.676216829088339e-10,8.549875718143982e-9,2.441828625507935e-10
4380,false,false,false,false,true,true,1.0408865321664962e-5,0.009911539178122182,0.003077136533474062,5.133563253877149e-6,1.738235609439786e-6,0.0003285480482481377,0.00011124707900414634,5.130018627710032e-11
215,false,false,false,false,true,true,1.3129221514418532e-6,0.004928574874378018,0.06470820673634797,2.8660135786616866e-6,3.405127406557759e-5,0.00018342486903434794,0.0021792815401969665,3.9189587996152215e-10
1878,true,true,true,true,true,true,7.001688118180027e-11,6.481080034487251e-7,1.4068307607216501e-5,2.942758732515144e-10,5.8979543441479135e-9,1.8833655888096907e-8,3.7746907802546646e-7,1.556444016502377e-9
216,true,true,true,true,true,true,-2.7871251973010658e-9,7.955194959115069e-6,1.2307012583804254e-5,3.6425505589124163e-9,4.967728696824272e-9,2.3312323577039486e-7,3.1793463659675305e-7,5.978960935687787e-11
1044,false,false,false,true,true,true,5.649384604566876e-8,0.0005228468525955846,0.0005911291371992582,2.2685376035764095e-7,3.137654733765981e-7,1.4518640662889023e-5,2.008099029610229e-5,7.845616834505422e-10
4381,false,false,true,true,true,true,-3.1107004616615086e-7,0.00038402902344674664,0.0007098747405466354,2.174957766965374e-7,3.7192594775185406e-7,1.3919729708578398e-5,2.3803260656118677e-5,3.811277837429441e-10
3546,true,true,true,true,true,true,2.2026824808563106e-12,2.779694371966672e-8,9.245732947641121e-9,1.3408435455767105e-11,3.579437649990284e-12,8.581398691690946e-10,2.2908400959937818e-10,3.3354174792444916e-12
2714,true,true,true,true,true,true,-1.5423040622408735e-9,6.052191032256951e-6,3.6908671563946915e-6,1.0653583450635569e-8,6.3874279305712086e-9,6.818293408406763e-7,4.0879538755655735e-7,3.280639784528191e-12
1879,true,true,true,true,true,true,2.8265390028536785e-11,5.1501627424172425e-8,1.8818731166046418e-7,2.9074084237008805e-11,6.522871573107501e-11,1.8607413911685638e-9,4.174637806788801e-9,3.125761773473391e-10
1045,true,true,true,true,true,true,-1.497170387665392e-9,2.1796005387475492e-6,8.612413963619186e-5,8.391265375965656e-10,3.864040769204233e-8,5.3704098406180085e-8,2.472986092290707e-6,7.086234441949424e-9
2715,true,true,true,true,true,true,-3.979039320256561e-13,2.1193757142876687e-10,4.409450296240973e-9,1.3221878343808696e-13,2.239731219114281e-12,8.462002140037566e-12,1.4334279802331397e-10,1.0966309712833813e-11
3547,true,true,true,true,true,true,2.8421709430404007e-13,9.471248230141782e-10,1.2575609141746505e-7,3.552205054262693e-13,5.913957058313569e-11,2.2734112347281234e-11,3.784932517320684e-9,6.106648682542337e-11
217,false,false,false,false,true,true,0.00016585796390700125,0.4369379869791401,0.49177706864269577,0.00028868759891200434,0.0002933642300828832,0.01847600633036828,0.018775310725304518,5.286952016866047e-10
4382,false,false,false,false,true,true,8.757280966165126e-6,0.01880038528951361,0.017676451572125634,8.26489486856307e-6,7.0212802181026e-6,0.0005289532715880366,0.0004493619339585664,2.781908068053966e-10
4383,false,false,false,true,true,true,-9.355727570437011e-8,0.00014237023694449848,0.0003241712633174172,1.1700476237135545e-7,2.730908820990496e-7,7.488304791766753e-6,1.7477816454339167e-5,2.2262832301713388e-11
1880,false,false,false,false,true,true,3.7635060579077617e-7,0.0017898151452641052,0.0022219800291601883,8.257497100880938e-7,1.177122498804201e-6,5.2847981445637994e-5,7.533583992346887e-5,2.924282550168548e-11
1046,true,true,true,true,true,true,-2.38451036693732e-10,1.1028905036334562e-6,6.403558578975052e-7,4.937281197050806e-10,2.91573849076868e-10,3.1598599661125116e-8,1.8660726340919547e-8,1.2306186260954005e-10
3548,true,true,true,true,true,true,-5.684341886080802e-14,7.046260588589417e-9,2.4534770437626557e-5,2.7704259280337515e-12,8.98914635258404e-9,1.7730725939416013e-10,5.753053665653784e-7,2.372910865911356e-9
2716,true,true,true,true,true,true,-8.761702474657795e-11,1.7923663176696919e-7,1.5092780548710272e-6,1.7080618867439084e-10,1.3548310166984392e-9,1.0931596075161009e-8,8.670918506870011e-8,9.871757657746513e-11
218,false,false,false,false,true,true,-1.8285167868725694e-7,0.002350154085666808,0.007611192280458046,8.118027883856804e-7,2.9855245939269414e-6,5.1955378456683553e-5,0.00019107357401132425,4.513844693259946e-10
4384,true,true,true,true,true,true,7.489120434911456e-12,1.5519667225015552e-8,0.00021508715691480676,5.844872937863485e-12,1.1008106223440856e-7,3.7407186802326306e-10,7.045187983002145e-6,9.94586461206664e-9
3549,true,true,true,true,true,true,1.2397151749610202e-8,1.310792167628539e-5,5.9432274889315625e-5,8.030782986702459e-9,4.1547553598037033e-8,5.139701111489576e-7,2.6590434302743723e-6,1.3972870987067963e-10
2717,true,true,true,true,true,true,7.787548383930698e-12,1.1853053379193464e-8,9.70748590379232e-7,5.632724878202479e-12,3.557455851797869e-10,3.6049439220495867e-10,2.276771745150636e-8,1.3386611295504394e-9
1047,true,true,true,true,true,true,6.208722425071755e-11,4.0673546428636465e-7,2.873840704374739e-7,3.0676986170995677e-10,1.994859277520536e-10,1.9633271149437214e-8,1.276709937613143e-8,2.555215157601417e-10
219,true,true,true,true,true,true,4.692140009865398e-10,1.6383004642300483e-6,9.336753871164855e-7,9.346454160252997e-10,4.852361936155957e-10,5.981730662561914e-8,3.105511639139809e-8,1.2306571242863154e-11
1881,true,true,true,true,true,true,1.8332002582610585e-12,8.506220581936319e-9,5.987811782882761e-5,4.158225820433342e-12,4.3223725336661516e-8,2.661264525077339e-10,2.766318421546337e-6,3.6915377576060092e-9
4385,true,true,true,true,true,true,1.9464607703412184e-10,6.544231192354469e-7,2.761535500570315e-6,3.041599978446114e-10,1.484768541812931e-9,1.9466239862055123e-8,9.502518667602758e-8,4.9775910672039663e-11
2718,true,true,true,true,true,true,1.9895196601282805e-13,1.0591090172300081e-9,1.9075666202118986e-8,4.647889357357738e-13,6.829409579466438e-12,2.974649188708952e-11,4.3708221308585205e-10,8.128774828815715e-11
1048,true,true,true,true,true,true,5.684341886080802e-14,6.461961727429605e-11,6.78895658223419e-11,2.5148660409892165e-14,2.6588355990732127e-14,1.6095142662330985e-12,1.7016547834068561e-12,8.065704956768266e-13
3550,true,true,true,true,true,true,7.431566473314888e-11,7.473435478747573e-8,3.114154603597874e-5,3.711607967732209e-11,2.3345750637496143e-8,2.375429099348613e-9,1.4941280407997525e-6,1.829235238134088e-8
1882,true,true,true,true,true,true,0.0,2.367726636498882e-11,9.511915827063082e-11,8.098364030660962e-15,4.45985080221214e-14,5.182952979623016e-13,2.854304513415769e-12,5.425513171396681e-12
220,true,true,true,true,true,true,1.2896350654045818e-11,2.9036321688411285e-7,2.446835866841586e-7,2.0026451455019505e-10,1.629187186855209e-10,1.2816928931212465e-8,1.0426797995873338e-8,1.7806530313614128e-10
3551,true,true,true,true,true,true,2.158346035230352e-8,2.64661984712698e-5,1.596993813151432e-5,1.4097587811802938e-8,7.1706435083376016e-9,9.02245619955388e-7,4.589211845336066e-7,2.3796054705430594e-11
1883,true,true,true,true,true,true,-1.7053025658242404e-13,2.1810655221449725e-10,1.9774400160669971e-10,1.0973918740105664e-13,8.106542262429642e-14,7.023307993667625e-12,5.188187047954971e-12,1.6422612085738456e-12
221,true,true,true,true,true,true,1.7763568394002505e-13,7.677501962627918e-10,1.438818687234198e-7,3.1769197231849473e-13,5.989549752871304e-11,2.0332286228383663e-11,3.833311841837634e-9,2.4390954831418864e-10
2719,true,true,true,true,true,true,1.6342482922482304e-13,5.360406031811732e-11,2.961300438262919e-10,1.878498367619499e-14,1.0879284834571511e-13,1.2022389552764794e-12,6.962742294125767e-12,8.089300839575676e-12
1049,true,true,true,true,true,true,-1.3073986337985843e-12,9.789954701945602e-10,2.0575948883057955e-7,3.969829793829249e-13,9.976911474839435e-11,2.5406910680507194e-11,6.385223343897237e-9,8.152214842109813e-11
4386,true,true,true,true,true,true,-1.2079226507921703e-12,1.5675501300097504e-8,6.132769966014397e-9,5.577406056064652e-12,2.5845803141993655e-12,3.569539875881377e-10,1.654131401087594e-10,5.403553046465854e-11
1884,true,true,true,true,true,true,-5.684341886080802e-14,1.8506415730380407e-10,4.5112974066032624e-11,6.530732813569434e-14,2.095941291625673e-14,4.179669000684438e-12,1.3414024266404307e-12,3.563766897816766e-12
3552,true,true,true,true,true,true,-8.150635721904109e-11,5.02825979550967e-7,4.958213143044232e-6,1.9614326809660883e-10,1.6547187013366536e-9,1.2553169158182954e-8,1.0590199688554582e-7,1.2771262115173778e-9
1050,true,true,true,true,true,true,1.0760459190350957e-10,1.9621122157447454e-7,3.33100067829821e-7,1.3334916354408924e-10,2.1950386146693318e-10,8.534346466821706e-9,1.4048247133883716e-8,1.521026543956823e-10
222,true,true,true,true,true,true,3.410605131648481e-13,1.7172260915760545e-9,4.2945379349765755e-8,6.277305450131262e-13,1.97085418214036e-11,4.017475488084008e-11,1.2613466765698304e-9,1.0855851141430191e-10
2720,true,true,true,true,true,true,-2.2101431795817916e-10,3.98412300731349e-7,1.4393948527858386e-5,1.470778108701467e-10,6.965985751450051e-9,9.412979895689376e-9,4.4582308809280303e-7,1.949363620889885e-9
4387,true,true,true,true,true,true,-4.28390478646179e-9,1.535593519283191e-5,0.0003792169660116751,7.292184745604961e-9,1.375961029230091e-7,4.666998237187174e-7,8.806150587072575e-6,5.148302048608355e-9
2721,true,true,true,true,true,true,-8.188891342797433e-9,1.9700495063185085e-5,5.948262351570228e-6,8.187611624762871e-9,2.9269169751648864e-9,5.240071439848241e-7,1.8732268641055257e-7,2.1791677973273736e-12
1885,false,true,true,true,true,true,2.966253020986187e-9,3.0211323800454317e-5,0.0026297927746470363,2.1307744757248016e-8,1.2084721299312513e-6,1.3636956644638735e-6,7.734221631560004e-5,1.8787667261790335e-8
4388,true,true,true,true,true,true,7.105427357601002e-14,4.357381394994118e-11,1.1340757111137222e-11,1.4632330754811302e-14,5.128389661786727e-15,9.364691683079233e-13,3.2821693835435054e-13,4.962534580227295e-13
223,true,true,true,true,true,true,-1.8881252117353142e-10,3.0824969153505103e-7,1.9902687204125663e-7,1.5173456914047814e-10,1.083249583968317e-10,9.711012424990596e-9,6.932797337397228e-9,3.0918543633409386e-11
3553,true,true,true,true,true,true,-5.400124791776761e-13,7.9750652587883e-10,4.329947397808606e-10,4.1317172555041446e-13,2.1817602289660803e-13,2.6442990435226526e-11,1.3963265465382914e-11,2.989319612848748e-12
1051,true,true,true,true,true,true,-9.72022462519817e-12,1.5940408181923035e-7,0.047363144967794465,8.196820058370742e-11,2.895520371897437e-5,5.245964837357272e-9,0.0018531330380143598,3.3059605109142335e-8
3554,true,true,true,true,true,true,9.308109838457312e-12,1.376521957898759e-8,1.6698350881931903e-8,7.114473402534648e-12,6.255671050080107e-12,4.5532629776221746e-10,4.0036294720512686e-10,1.4248213527516865e-11
4389,false,false,true,true,true,true,-2.3212031408093026e-7,0.00032925241160510204,0.00030077354091673225,2.9509603208088116e-7,1.8586664874559885e-7,1.8886146053176394e-5,1.1895465519718313e-5,3.85464129598591e-9
1052,true,true,true,true,true,true,-4.18651779909851e-11,7.779984099028038e-8,1.8699600486651782e-6,4.1097463623939093e-11,1.1765006762485123e-9,2.6302376719321016e-9,7.529604327990478e-8,1.1676886204595506e-10
1886,true,true,true,true,true,true,1.808047045415151e-10,2.3777381939028364e-7,2.953460562462229e-7,1.1966983486055924e-10,1.4246718037735962e-10,7.65886943107579e-9,9.117899544151009e-9,1.4546460245965504e-11
2722,true,true,true,true,true,true,-4.106937012693379e-12,2.8774289390321947e-8,9.96511619207538e-5,1.5560389897936315e-11,4.420474807451812e-8,9.95864953467924e-10,2.8291038767691587e-6,6.870263872394077e-9
